index_counter,name,latitude,longitude,region,auth_area,elevation
398,Windsor Park,54.5845,-5.9553,Northern Ireland,County Antrim,7
399,Winkworth Arboretum,51.1645,-0.5781,South East,Surrey,98
400,Winsford Walled Garden (Halwill Junction),50.7819,-4.2005,South West,Devon,181
401,Witherslack,54.2521,-2.8749,North West,Cumbria,40
402,Withington (Gloucestershire),51.8363,-1.9458,South West,Gloucestershire,157
403,Wollaton,52.9517,-1.2139,East Midlands,Nottingham,48
404,Wolverton,52.0621,-0.8147,South East,Milton Keynes,78
405,Wood Green,51.6001,-0.1082,South East,Greater London,32
406,Woodhouse,53.3588,-1.3668,Yorkshire & Humber,South Yorkshire,90
407,Woodstock,51.8469,-1.3526,South East,Oxfordshire,94
408,Wooler Youth Hostel,55.5422,-2.0152,North East,Northumberland,135
409,Woolfold,53.6037,-2.327,North West,Greater Manchester,119
410,Wroxton Abbey,52.0694,-1.3938,South East,Oxfordshire,149
411,Duddenhoe End,52.0121,0.1249,Eastern England,Essex,120
412,Duddingston,55.9455,-3.1346,Scottish Border,Edinburgh,33
413,Dufton Youth Hostel,54.6173,-2.4826,North West,Cumbria,191
414,Dulverton,51.0392,-3.5484,South West,Somerset,138
415,Dungiven,54.9272,-6.9235,Northern Ireland,County Londonderry,81
416,Dunkeld,56.5683,-3.5857,Central Scotland,Perth and Kinross,55
417,Duns,55.7778,-2.3419,Scottish Border,Scottish Borders,131
418,Dursley,51.6784,-2.3491,South West,Gloucestershire,85
419,Dury Voe,60.338,-1.1157,Orkney and Shetland,Shetland Islands,0
420,East Stour,51.0034,-2.2841,South West,Dorset,80
421,Easterhouse,55.8646,-4.1125,Western Scotland,Glasgow,77
422,Eccleston,53.6464,-2.7241,North West,Lancashire,28
423,Edenthorpe,53.5512,-1.0688,Yorkshire & Humber,South Yorkshire,9
424,Edgbaston,52.4605,-1.9135,West Midlands,West Midlands Conurbation,143
425,Newport Bay,52.0342,-4.8676,Wales,Pembrokeshire,0
426,Newport Youth Hostel,52.0172,-4.8352,Wales,Pembrokeshire,23
427,Newry,54.1707,-6.3348,Northern Ireland,County Armagh,5
428,Newton Aycliffe,54.6159,-1.574,North East,Durham,89
429,Newtongrange,55.8657,-3.0647,Scottish Border,Midlothian Council,95
430,Ninebanks Youth Hostel,54.8568,-2.356,North East,Northumberland,317
431,Nitshill,55.8156,-4.3622,Western Scotland,Glasgow,37
432,Norbury Moor,53.3698,-2.121,North West,Greater Manchester,84
433,Norden,53.6262,-2.2199,North West,Greater Manchester,179
434,Normanton Spring,53.3557,-1.3905,Yorkshire & Humber,South Yorkshire,83
435,North Bragar,58.348,-6.626,Northern Scottish Highlands,Na h-Eileanan Siar,0
436,North Carlton,53.3561,-1.1125,East Midlands,Nottinghamshire,31
437,North Ronaldsay Firth,59.3286,-2.3882,Orkney and Shetland,Orkney Islands,0
438,North Tuddenham,52.6816,1.0167,Eastern England,Norfolk,38
439,Northend,51.6649,0.8379,Eastern England,Essex,22
440,Northwood (Stoke-On-Trent),53.0285,-2.1612,West Midlands,Stoke-on-Trent,159
441,Norton In The Moors,53.0619,-2.1558,West Midlands,Stoke-on-Trent,173
442,Norton Woodseats,53.3428,-1.4727,Yorkshire & Humber,South Yorkshire,156
443,Nottingham Racecourse,52.9444,-1.1026,East Midlands,Nottingham,21
444,Oakhurst Cottage Hambledon,51.1324,-0.6224,South East,Surrey,70
445,Ocean Beach Amusement Park Rhyl,53.3163,-3.5001,Wales,Denbighshire,1
446,Oldbury,52.5046,-2.0145,West Midlands,West Midlands Conurbation,150
447,Ellesmere,52.9064,-2.899,West Midlands,Shropshire,95
448,Ellesmere Park,53.491,-2.3408,North West,Greater Manchester,35
449,Epsom Downs Racecourse,51.307,-0.2518,South East,Surrey,137
450,Erdington,52.5207,-1.8389,West Midlands,West Midlands Conurbation,116
451,Esgair,51.9323,-4.3627,Wales,Carmarthenshire,103
452,Ewell Minnis,51.1437,1.2308,South East,Kent,132
453,Exeter International Airport,50.7354,-3.4201,South West,Devon,22
454,Exeter Racecourse,50.6387,-3.5542,South West,Devon,223
455,Eye (Peterborough),52.6123,-0.1862,Eastern England,Peterborough,5
456,Failsworth,53.5079,-2.163,North West,Greater Manchester,94
457,Far Royds,53.7811,-1.6008,Yorkshire & Humber,West Yorkshire,57
458,Farnborough Hall,52.1367,-1.3735,West Midlands,Warwickshire,134
459,Felling,54.9502,-1.5628,North East,Gateshead,74
460,Feltwell,52.486,0.5211,Eastern England,Norfolk,8
461,Orpington,51.3744,0.0958,South East,Greater London,68
462,Orrell,53.5408,-2.7074,North West,Greater Manchester,82
463,Osterley Park,51.4883,-0.3497,South East,Greater London,24
464,Oswaldtwistle,53.742,-2.4051,North West,Lancashire,158
465,Otley,53.9056,-1.6903,Yorkshire & Humber,West Yorkshire,59
466,Oundle,52.4798,-0.4711,East Midlands,Northamptonshire,26
467,Oxford Youth Hostel,51.7629,-1.2295,South East,Oxfordshire,76
468,Park Bridge,53.5199,-2.0868,North West,Greater Manchester,158
469,Patterdale Youth Hostel,54.5315,-2.9283,North West,Cumbria,150
470,Pavilion Gardens Buxton,53.25,-1.9197,East Midlands,Derbyshire,320
471,Peel Green,53.4745,-2.3806,North West,Greater Manchester,22
472,Pemberton,53.5417,-2.6797,North West,Greater Manchester,61
473,Penarth,51.4384,-3.1722,Wales,Vale of Glamorgan,49
474,Pendennis Youth Hostel,50.1478,-5.0475,South West,Cornwall,54
475,Penygroes,53.0543,-4.2824,Wales,Gwynedd,111
476,Fivemiletown,54.3773,-7.3169,Northern Ireland,County Tyrone,109
477,Westenhanger,51.092,1.0317,South East,Kent,68
478,Forde Abbey,50.8402,-2.9073,South West,Dorset,81
479,Forncett End,52.4981,1.1564,Eastern England,Norfolk,55
480,Framlingham,52.2217,1.3439,Eastern England,Suffolk,27
481,Freshwater,50.6802,-1.5217,South East,Isle of Wight,11
482,Fulham,51.4748,-0.2071,South East,Greater London,22
483,Fullbrook,52.5674,-1.9753,West Midlands,West Midlands Conurbation,119
484,Fulwood,53.3668,-1.5362,Yorkshire & Humber,South Yorkshire,213
485,Garthamlock,55.8747,-4.1639,Western Scotland,Glasgow,100
486,Gatehouse Of Fleet,54.8824,-4.1829,Scottish Border,Dumfries and Galloway,10
487,Pickerells,51.7504,0.2791,Eastern England,Essex,59
488,Pitagowan,56.7702,-3.9483,Central Scotland,Perth and Kinross,214
489,Platt Lane,52.9224,-2.7236,West Midlands,Shropshire,99
490,Polesden Lacey,51.2568,-0.3787,South East,Surrey,123
491,Pontarddulais,51.7119,-4.0359,Wales,Swansea,17
492,Pontycymer,51.6122,-3.5829,Wales,Bridgend,160
493,Poolstock,53.5338,-2.6412,North West,Greater Manchester,29
494,Poppit Sands Youth Hostel,52.106,-4.7081,Wales,Pembrokeshire,65
495,Port Erin,54.0847,-4.7573,North West,none,16
496,Portglenone,54.8736,-6.4686,Northern Ireland,County Antrim,32
497,Porth Swtan / Church Bay,53.3664,-4.5601,Wales,Isle of Anglesey,0
498,Porthcawl,51.4786,-3.7039,Wales,Bridgend,10
499,Yardley,52.4704,-1.8044,West Midlands,West Midlands Conurbation,121
500,Yarmouth Racecourse,52.6316,1.7387,Eastern England,Norfolk,2
501,Yate,51.5412,-2.413,South West,South Gloucestershire,81
502,Yoxall,52.767,-1.7912,West Midlands,Staffordshire,67
503,Hampstead,51.56,-0.178,South East,Greater London,137
504,Abbots Bromley,52.8177,-1.8807,West Midlands,Staffordshire,110
505,Aberdovey,52.5437,-4.0449,Wales,Gwynedd,6
506,Abergele,53.2841,-3.5801,Wales,Conwy,16
507,Aberglasney Gardens,51.8766,-4.0612,Wales,Carmarthenshire,45
508,A'Chailleach (Monadh Liath Region),57.1087,-4.1776,Northern Scottish Highlands,Highland,930
509,Ackers Trust Ski Centre,52.4583,-1.8569,West Midlands,West Midlands Conurbation,112
510,Adventure Island,51.5322,0.7199,Eastern England,Southend-on-Sea,1
511,Adwick Le Street,53.5673,-1.1932,Yorkshire & Humber,South Yorkshire,28
512,Afan Forest,51.6374,-3.7012,Wales,Neath Port Talbot,224
513,Aintree Racecourse,53.474,-2.9339,North West,Merseyside,20
514,Alderman's Green,52.4487,-1.4706,West Midlands,West Midlands Conurbation,86
515,Alford (Lincolnshire),53.263,0.185,East Midlands,Lincolnshire,5
516,Alford Ski Centre,57.2294,-2.7063,Eastern Scottish Highlands,Aberdeenshire,163
517,Allesley,52.4241,-1.565,West Midlands,West Midlands Conurbation,110
518,Almondbury,53.6263,-1.7467,Yorkshire & Humber,West Yorkshire,121
519,Alston,54.8121,-2.4372,North West,Cumbria,299
520,Altrincham,53.3899,-2.3495,North West,Greater Manchester,42
521,Alverstoke,50.7843,-1.146,South East,Hampshire,1
522,Amble,55.3314,-1.5837,North East,Northumberland,11
523,Gildingwells,53.3629,-1.1621,Yorkshire & Humber,South Yorkshire,66
524,Gillingham F.C.,51.3848,0.5632,South East,Medway,34
525,Glas Tulaichean,56.8662,-3.5531,Central Scotland,Perth and Kinross,1051
526,Glen Nevis Youth Hostel,56.7969,-5.0699,Northern Scottish Highlands,Highland,44
527,Glendevon Youth Hostel,56.2273,-3.6251,Central Scotland,Perth and Kinross,271
528,Glendoll Lodge,56.8694,-3.1816,Central Scotland,Angus,258
529,Glyncorrwg Mountain Bike Centre,51.6761,-3.6339,Wales,Neath Port Talbot,330
530,Gosforth,55.0072,-1.6213,North East,Newcastle upon Tyne,65
531,Govan,55.8626,-4.3115,Western Scotland,Glasgow,2
532,Gowerton,51.6476,-4.0417,Wales,Swansea,18
533,Possil Park,55.8851,-4.2684,Western Scotland,Glasgow,70
534,Potternewton,53.8209,-1.5428,Yorkshire & Humber,West Yorkshire,100
535,Poyntington,50.9779,-2.4981,South West,Dorset,98
536,Prestatyn,53.3363,-3.4063,Wales,Denbighshire,4
537,Preston Manor,50.8404,-0.1379,South East,Brighton and Hove,54
538,Pyle,51.5284,-3.6919,Wales,Bridgend,38
539,Quantock Hills Youth Hostel,51.1635,-3.2225,South West,Somerset,204
540,Queensferry (Edinburgh),55.99,-3.3976,Scottish Border,Edinburgh,21
541,Quex House & Gardens,51.368,1.3214,South East,Kent,30
542,R.H.S. Garden Hyde Hall,51.6447,0.5682,Eastern England,Essex,21
543,Radlett,51.6864,-0.3158,Eastern England,Hertfordshire,70
544,Ramsey (Isle Of Man),54.3173,-4.3814,North West,none,27
545,Rangers F.C.,55.853,-4.3065,Western Scotland,Glasgow,10
546,Ranmoor,53.3716,-1.525,Yorkshire & Humber,South Yorkshire,197
547,Redditch,52.3086,-1.9395,West Midlands,Worcestershire,122
548,Rede,52.1733,0.6396,Eastern England,Suffolk,112
549,Rednal,52.3922,-1.9951,West Midlands,West Midlands Conurbation,181
550,An Riabhachan,57.3647,-5.0992,Northern Scottish Highlands,Highland,1129
551,An Socach (Glen Ey),56.9055,-3.51,Eastern Scottish Highlands,Aberdeenshire,944
552,An Socach (Loch Mullardoch),57.3508,-5.1563,Northern Scottish Highlands,Highland,1069
553,Ancoats,53.4849,-2.2172,North West,Greater Manchester,50
554,Gosport & Stokes Bay Golf Club,50.778,-1.1425,South East,Hampshire,1
555,Aonach Mor,56.8122,-4.9575,Northern Scottish Highlands,Highland,1219
556,Arbourthorne,53.365,-1.4433,Yorkshire & Humber,South Yorkshire,150
557,Ardchattan Gardens,56.4648,-5.2885,Western Scotland,Argyll and Bute,27
558,Ardkinglas Woodland Garden,56.2522,-4.9313,Western Scotland,Argyll and Bute,137
559,Ardress House (Nt),54.4417,-6.5843,Northern Ireland,County Armagh,18
560,Arisaig,56.91,-5.8419,Northern Scottish Highlands,Highland,16
561,Armadale,55.8978,-3.7008,Scottish Border,West Lothian,179
562,Armadale Pier,57.0647,-5.8939,Northern Scottish Highlands,Highland,8
563,Arundel,50.8547,-0.5536,South East,West Sussex,18
564,Ashton-In-Makerfield,53.4867,-2.6412,North West,Greater Manchester,51
565,Aspull,53.568,-2.5869,North West,Greater Manchester,127
566,Aston Villa F.C.,52.5095,-1.8838,West Midlands,West Midlands Conurbation,99
567,Atterton,52.584,-1.4811,East Midlands,Leicestershire,88
568,Attleborough,52.5177,1.0173,Eastern England,Norfolk,38
569,Auchinleck,55.4734,-4.2973,Western Scotland,East Ayrshire,161
570,Aughnacloy,54.4132,-6.9738,Northern Ireland,County Tyrone,51
571,Auskerry Sound,59.0513,-2.5946,Orkney and Shetland,Orkney Islands,0
572,Aviemore,57.1946,-3.8224,Northern Scottish Highlands,Highland,210
573,Aviemore Youth Hostel,57.1809,-3.8276,Northern Scottish Highlands,Highland,206
574,Avon Ski Centre,51.326,-2.8093,South West,Somerset,87
575,Awliscombe,50.8095,-3.2261,South West,Devon,116
576,Great Ayton,54.4909,-1.1386,Yorkshire & Humber,North Yorkshire,87
577,Great Yarmouth,52.5979,1.7299,Eastern England,Norfolk,1
578,Greenhill,53.3283,-1.4792,Yorkshire & Humber,South Yorkshire,184
579,Grinton Lodge Youth Hostel,54.374,-1.9256,Yorkshire & Humber,North Yorkshire,262
580,Guisborough,54.5361,-1.0479,North East,Redcar and Cleveland,95
581,Guist,52.7908,0.9669,Eastern England,Norfolk,38
582,Guy L. Wilson Daffodil Garden,55.1445,-6.6688,Northern Ireland,County Londonderry,15
583,Gwennap Mining District,50.2475,-5.1806,South West,Cornwall,78
584,Haden Cross,52.4735,-2.0569,West Midlands,West Midlands Conurbation,135
585,Hadleigh (Suffolk),52.0447,0.9544,Eastern England,Suffolk,20
586,Haldon,50.656,-3.5871,South West,Devon,220
587,Halesowen,52.4495,-2.0491,West Midlands,West Midlands Conurbation,120
588,Halkirk,58.5144,-3.4902,Northern Scottish Highlands,Highland,40
589,Hall Place Garden (Leigh),51.1955,0.2094,South East,Kent,38
590,Rhenigidale Youth Hostel,57.9242,-6.6797,Northern Scottish Highlands,Na h-Eileanan Siar,42
591,Rhymney,51.7591,-3.2841,Wales,Caerphilly,280
592,Rickmansworth,51.6383,-0.4726,Eastern England,Hertfordshire,47
593,City Of Coventry Stadium,52.44811,-1.49562,West Midlands,West Midlands Conurbation,94
594,Ringwood,50.8477,-1.7834,South East,Hampshire,20
595,Risca,51.6108,-3.0985,Wales,Caerphilly,65
596,Rishton,53.7683,-2.4222,North West,Lancashire,140
597,Roundhay,53.831,-1.4961,Yorkshire & Humber,West Yorkshire,93
598,Royal Botanic Garden Edinburgh,55.9661,-3.2116,Scottish Border,Edinburgh,23
599,Royal Botanic Gardens Kew,51.4743,-0.3009,South East,Greater London,2
600,Royton,53.5669,-2.1199,North West,Greater Manchester,160
601,Ruadh-Stac Mor,57.5939,-5.4284,Northern Scottish Highlands,Highland,1010
602,Westhoughton,53.5487,-2.5245,North West,Greater Manchester,100
603,Whichford,52.009,-1.5401,West Midlands,Warwickshire,134
604,Whiston,53.409,-1.3179,Yorkshire & Humber,South Yorkshire,69
605,Whitehead,54.7529,-5.718,Northern Ireland,County Antrim,47
606,Whittlesey,52.5592,-0.1252,Eastern England,Cambridgeshire,4
607,Willen,52.0626,-0.7189,South East,Milton Keynes,63
608,Aysgarth Falls Youth Hostel,54.2913,-1.9756,Yorkshire & Humber,North Yorkshire,187
609,Bacup,53.7069,-2.1998,North West,Lancashire,269
610,Badby Youth Hostel,52.2218,-1.1791,East Midlands,Northamptonshire,141
611,Badsey,52.0836,-1.8923,West Midlands,Worcestershire,37
612,Bagendon,51.7598,-1.9838,South West,Gloucestershire,152
613,Baguley,53.3991,-2.2754,North West,Greater Manchester,38
614,Bakewell Youth Hostel,53.2166,-1.6805,East Midlands,Derbyshire,161
615,Ball Green,53.0723,-2.1599,West Midlands,Staffordshire,182
616,Ballaheannagh,54.2225,-4.4395,North West,none,155
617,Ballater Ski Slope,57.0539,-3.0424,Eastern Scottish Highlands,Aberdeenshire,218
618,Ballinluig,56.6555,-3.657,Central Scotland,Perth and Kinross,144
619,Ballygrant,55.8182,-6.1598,Western Scotland,Argyll and Bute,58
620,Ballymoney,55.0716,-6.508,Northern Ireland,County Antrim,43
621,Bamford,53.6105,-2.2055,North West,Greater Manchester,142
622,Banstead,51.3217,-0.2035,South East,Surrey,160
623,Bardsley,53.5118,-2.1071,North West,Greater Manchester,130
624,Bargoed,51.6845,-3.2284,Wales,Caerphilly,199
625,Barguillean Garden,56.4113,-5.2706,Western Scotland,Argyll and Bute,100
626,Barnard Castle,54.5451,-1.9222,North East,Durham,165
627,Barnsley Fc,53.5544,-1.4649,Yorkshire & Humber,South Yorkshire,78
628,Barra (Traigh Mhòr) Airport,57.0232,-7.4442,Northern Scottish Highlands,Na h-Eileanan Siar,0
629,Barton Upon Irwell,53.4757,-2.354,North West,Greater Manchester,21
630,Beaconsfield,51.602,-0.6427,South East,Buckinghamshire,100
631,Bedale,54.2899,-1.5899,Yorkshire & Humber,North Yorkshire,39
632,Bedgebury National Pinetum,51.0759,0.4583,South East,Kent,69
633,Haremere Hall,51.0114,0.4564,South East,East Sussex,19
634,Harlequin,52.9487,-1.0102,East Midlands,Nottinghamshire,45
635,Harmer Hill,52.7931,-2.7545,West Midlands,Shropshire,113
636,Harrow,51.5801,-0.3404,South East,Greater London,64
637,Hattersley,53.4498,-2.0357,North West,Greater Manchester,162
638,Haytor Vale,50.5819,-3.7394,South West,Devon,310
639,Haywards Heath,50.9985,-0.1048,South East,West Sussex,74
640,Heart Of Midlothian F.C.,55.9408,-3.2253,Scottish Border,Edinburgh,48
641,Heath,51.5127,-3.188,Wales,Cardiff,39
642,Heatherton Activity Park Tenby,51.69,-4.764,Wales,Pembrokeshire,66
643,Heaton (Tyne & Wear),54.984,-1.582,North East,Newcastle upon Tyne,38
644,Hebden Bridge,53.7431,-2.0115,Yorkshire & Humber,West Yorkshire,105
645,Heckfield,51.3392,-0.9586,South East,Hampshire,74
646,Heckington,52.9833,-0.2974,East Midlands,Lincolnshire,12
647,Heckmondwike,53.7068,-1.6692,Yorkshire & Humber,West Yorkshire,79
648,Hellidon,52.2185,-1.2432,East Midlands,Northamptonshire,173
649,Helmingham Hall,52.1718,1.1987,Eastern England,Suffolk,51
650,Helston,50.1011,-5.2739,South West,Cornwall,32
651,Rustington,50.8025,-0.511,South East,West Sussex,1
652,Ryton,54.9764,-1.7642,North East,Gateshead,54
653,St Asaph,53.2577,-3.4424,Wales,Denbighshire,20
654,St David's Youth Hostel,51.9011,-5.2866,Wales,Pembrokeshire,57
655,St Leonards,50.8546,0.5613,South East,East Sussex,28
656,St Mawes,50.158,-5.0135,South West,Cornwall,3
657,St Mellons Golf Club,51.5339,-3.0779,Wales,Newport,10
658,Salutation Garden Sandwich,51.2735,1.3488,South East,Kent,1
659,Sanday Airfield,59.25,-2.5746,Orkney and Shetland,Orkney Islands,14
660,Sandown Youth Hostel,50.6619,-1.1472,South East,Isle of Wight,4
661,Sandwell,52.504,-1.9714,West Midlands,West Midlands Conurbation,157
662,Sawston,52.1207,0.1734,Eastern England,Cambridgeshire,23
663,Scarborough Youth Hostel,54.3042,-0.4247,Yorkshire & Humber,North Yorkshire,43
664,Schiehallion,56.6652,-4.0955,Central Scotland,Perth and Kinross,1083
665,Scrabo Golf Club,54.5734,-5.7054,Northern Ireland,County Down,7
666,Seacroft,53.8205,-1.4711,Yorkshire & Humber,West Yorkshire,68
667,Beech Lane,52.4721,-1.9706,West Midlands,West Midlands Conurbation,188
668,Beinn A' Chochuil,56.4478,-5.0666,Western Scotland,Argyll and Bute,980
669,Beinn Bhuidhe,56.326,-4.9067,Western Scotland,Argyll and Bute,948
670,Beinn Chabhair,56.3252,-4.6457,Central Scotland,Stirling,931
671,Beinn Dearg (Perth & Kinross),56.8787,-3.8816,Central Scotland,Perth and Kinross,1008
672,Beinn Dorain,56.5061,-4.7227,Western Scotland,Argyll and Bute,1074
673,Beinn Fhada,57.221,-5.2825,Northern Scottish Highlands,Highland,1032
674,Beinn Fhionnlaidh (Argyll & Bute),56.5998,-5.1116,Western Scotland,Argyll and Bute,959
675,Beinn Mheadhoin,57.0981,-3.6093,Eastern Scottish Highlands,Moray,1182
676,Beinn Na Lap,56.7896,-4.6543,Northern Scottish Highlands,Highland,937
677,Bell Green,52.434,-1.4702,West Midlands,West Midlands Conurbation,80
678,Belle Isle,53.7632,-1.5234,Yorkshire & Humber,West Yorkshire,72
679,Belper River Gardens,53.0319,-1.4828,East Midlands,Derbyshire,66
680,Ben Lawers,56.5467,-4.2186,Central Scotland,Perth and Kinross,1214
681,Ben Lui,56.3969,-4.8092,Western Scotland,Stirling,1130
682,Ben Nevis,56.7965,-5.0013,Northern Scottish Highlands,Highland,1344
683,Ben Starav,56.5365,-5.0492,Northern Scottish Highlands,Argyll and Bute,1078
684,Ben Vorlich (Argyll & Bute),56.2746,-4.7515,Western Scotland,Argyll and Bute,943
685,Benington Lordship,51.8956,-0.1198,Eastern England,Hertfordshire,112
686,Hereford Racecourse,52.0705,-2.7274,West Midlands,Herefordshire,58
687,Herodsfoot,50.4155,-4.5112,South West,Cornwall,50
688,Heyside,53.5658,-2.0992,North West,Greater Manchester,182
689,High Bentham,54.1173,-2.5065,Yorkshire & Humber,North Yorkshire,99
690,Highter's Heath,52.4073,-1.8891,West Midlands,West Midlands Conurbation,155
691,Hillingdon,51.5334,-0.4527,South East,Greater London,51
692,Hodnet Hall Gardens,52.8506,-2.5806,West Midlands,Shropshire,98
693,Holbrooks,52.4457,-1.5197,West Midlands,West Midlands Conurbation,106
694,Holker Hall,54.1893,-2.9859,North West,Cumbria,10
695,Holland House Youth Hostel,51.502,-0.1998,South East,Greater London,24
696,Holmbury St. Mary Youth Hostel,51.1954,-0.4215,South East,Surrey,160
697,Holywood,54.6428,-5.8238,Northern Ireland,County Down,25
698,Honiton,50.799,-3.1874,South West,Devon,111
699,Hopetoun House,55.995,-3.4618,Scottish Border,West Lothian,35
700,Sedgefield Racecourse,54.6425,-1.4648,North East,Durham,103
